yes could you please give me one ticket for the phantom of the opera, Frag: 1 Ticket für das Phantom der Oper
thank you have you got one ticket for the phantom of the opera please, Frag: 1 Ticket für das Phantom der Oper
thank you can i have one ticket for the phantom of the opera please, Frag: 1 Ticket für das Phantom der Oper
thank you i would like one ticket for the phantom of the opera please, Frag: 1 Ticket für das Phantom der Oper
yes i would like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
can i have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you can you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you i need two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i'd like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no i would like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i will take two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes can i buy two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no i want two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i need two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you can you offer me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
could you give me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
can you offer me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
yes i will take two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
could i buy two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you could you offer me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
yes i am looking for two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you i am looking for two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
can you give me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no have you got two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no i need two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
i want two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
could you give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i am looking for two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes can you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
could you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes can i buy two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i am looking for two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
i would like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i need two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
i should like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you i want two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
yes can you please offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no can you offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i would like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no can i buy two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no could you give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
have you got two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no i need two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i want two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no i would like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no can you give me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
yes have you got two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i'd like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you i will have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you i would like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no i am looking for two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
do you have two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you i want two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes could you offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you could you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you i would like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no i will take two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
can you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i will have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i'd like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
can you please offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no can i have two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no could i have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no could i buy two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no i will have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you could you give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i want two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
do you have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you can you please offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
i will take two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you could you give me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
yes can i have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no can you please offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you have you got two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you can i have two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no i'd like two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
i should like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no can you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes could you please offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no i will have two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you could i have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i should like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i need two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you could i buy two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no could i buy two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes i would like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
yes can i have two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
no can you give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no can you offer me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
thank you do you have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you could you offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no could you offer me two tickets for billy elliot please, Frag: 2 Tickets für Billy Elliot
yes can you give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you could you please offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no do you have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no can i have two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
no could you please give me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
can you offer me two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you i should like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
thank you i'd like two tickets for billy elliot, Frag: 2 Tickets für Billy Elliot
i would like two tickets for the lion king, Frag: 2 Tickets für König der Löwen
thank you can you offer me two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
thank you could i have two tickets for the lion king, Frag: 2 Tickets für König der Löwen
thank you i will take two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
thank you could you give me two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
yes could you please give me two tickets for the lion king, Frag: 2 Tickets für König der Löwen
thank you could you please give me two tickets for the lion king, Frag: 2 Tickets für König der Löwen
could you offer me two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
thank you i need two tickets for the lion king, Frag: 2 Tickets für König der Löwen
no could you offer me two tickets for the lion king, Frag: 2 Tickets für König der Löwen
thank you i would like two tickets for the lion king, Frag: 2 Tickets für König der Löwen
yes i want two tickets for the lion king, Frag: 2 Tickets für König der Löwen
yes do you have two tickets for the lion king, Frag: 2 Tickets für König der Löwen
can i have two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
no do you have two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
yes could i buy two tickets for the lion king please, Frag: 2 Tickets für König der Löwen
